startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean,sector_final,sector_clean_old
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,7370000,2024-10-09,2024,10,Proptech,Series A,Mumbai,Proptech,Proptech
NeoTech,SaaS,DevTools,Chennai,Matrix Partners India,Bridge,121000,2023-09-09,2023,9,SaaS/Enterprise,Undisclosed,Chennai,SaaS/Enterprise,SaaS/Enterprise
FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,1349000,2023-03-27,2023,3,EV/Cleantech,Series A,Delhi/NCR,EV/Cleantech,EV/Cleantech
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,13365000,2020-04-01,2020,4,EV/Cleantech,Series B,Mumbai,EV/Cleantech,EV/Cleantech
SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,2177000,2021-03-18,2021,3,SaaS/Enterprise,Series A,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,149000,2023-08-23,2023,8,Ecommerce/D2C,Seed/Angel,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
WorkFit,RealEstate,Home Services,Delhi,"Kedaara Capital, Tiger Global Management, Ventures India",Series A,1883000,2020-05-24,2020,5,Proptech,Series A,Delhi/NCR,Proptech,Proptech
CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,1121000,2022-05-09,2022,5,Agritech,Series A,Delhi/NCR,Agritech,Agritech
DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,53000,2022-12-24,2022,12,Agritech,Seed/Angel,Mumbai,Agritech,Agritech
Freshworks,E-commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,972000,2021-11-14,2021,11,Ecommerce/D2C,Seed/Angel,Mumbai,Ecommerce/D2C,Ecommerce/D2C
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,268000,2025-06-07,2025,6,Logistics,Seed/Angel,Mumbai,Logistics,Logistics
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2831000,2024-11-28,2024,11,Ecommerce/D2C,Series A,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,613000,2020-07-21,2020,7,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,1806000,2024-12-11,2024,12,Ecommerce/D2C,Series A,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,1663000,2023-03-08,2023,3,Other,Seed/Angel,Delhi/NCR,Other,Other
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000,2022-07-26,2022,7,E-Commerce,Seed/Angel,Ahmedabad,E-Commerce,Other
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,70000,2022-12-02,2022,12,EV/Cleantech,Undisclosed,Hyderabad,EV/Cleantech,EV/Cleantech
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000,2023-07-23,2023,7,Logistics,Late Stage,Pune,Logistics,Logistics
MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,57218000,2023-02-08,2023,2,Healthtech,Series B,Mumbai,Healthtech,Healthtech
Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,12915000,2022-11-20,2022,11,Proptech,Series A,Delhi/NCR,Proptech,Proptech
CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,18272000,2024-03-15,2024,3,Edtech,Series B,Chennai,Edtech,Edtech
Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,27390000,2024-12-11,2024,12,Agritech,Series B,Delhi/NCR,Agritech,Agritech
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,147000,2020-04-14,2020,4,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,489935000,2024-10-22,2024,10,SaaS/Enterprise,Late Stage,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000,2025-03-05,2025,3,Edtech,Seed/Angel,Ahmedabad,Edtech,Edtech
GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,876000,2023-06-14,2023,6,Agritech,Seed/Angel,Bengaluru,Agritech,Agritech
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,446000,2020-07-26,2020,7,Other,Seed/Angel,Chennai,Other,Other
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000,2021-05-27,2021,5,Other,Series C,Delhi/NCR,Other,Other
NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,80168000,2020-08-10,2020,8,Foodtech,Series C,Delhi/NCR,Foodtech,Foodtech
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,170086000,2023-12-23,2023,12,Foodtech,Late Stage,Pune,Foodtech,Foodtech
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,8000,2020-11-24,2020,11,Foodtech,Seed/Angel,Pune,Foodtech,Foodtech
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000,2024-01-02,2024,1,Other,Series C,Kolkata,Other,Other
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000,2020-08-08,2020,8,FoodTech,Seed/Angel,Delhi/NCR,FoodTech,Other
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000,2024-08-26,2024,8,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000,2022-05-28,2022,5,Logistics,Seed/Angel,Kolkata,Logistics,Logistics
